data,hora,ocorrência,endereço,bairro,município,cod_tipo,descrição,cód. sub tipo,desc. sub tipo,sit. encontrada,descrição finalização,obs. finalização
26/04/2020,13:51:15,M2343544,"RUA SESSENTA E UM CJ BRG EDUARDO GOMES, 19 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.5,EM VIA PUBLICA,,NADA CONSTATADO,
26/04/2020,14:03:15,M2343549,"RUA NOSSA SENHORA DAS FONTES,  :NUMERAL INFORMADO 54",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,OK
26/04/2020,14:13:28,M2343556,"RUA ETELVINO OLIVEIRA,  :NUMERAL INFORMADO 0",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
26/04/2020,15:14:52,M2343598,"AV ARACELES RODRIGUES CORREIA,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,RESOLVIDO NO LOCAL,
26/04/2020,15:25:45,M2343603,"RUA K LOT JD LORETO, 10 :NUMERAL INFORMADO 0",.LTM LORETO,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
26/04/2020,15:41:20,M2343620,"RUA SESSENTA E UM CJ BRG EDUARDO GOMES, 66 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.5,EM VIA PUBLICA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,","
26/04/2020,16:14:57,M2343647,"RUA DOIS CJ BRG EDUARDO GOMES, 40 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,","
26/04/2020,16:25:00,M2343654,"RUA ANTONIO FERNANDES,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,","
26/04/2020,16:25:17,M2343656,"POV TIMBO,  :NUMERAL INFORMADO 0",,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,","
26/04/2020,16:31:43,M2343660,"RUA ALEX N SILVA, 306 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
26/04/2020,16:44:21,M2343674,"RUA ALEX N SILVA, 95 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,","
26/04/2020,16:44:31,M2343675,"RUA F LOT ROSA OESTE, 72 : EST",.LTM ROSA DO OESTE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
26/04/2020,16:48:20,M2343681,"AV LOURIVAL BATISTA,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.5,EM VIA PUBLICA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,","
26/04/2020,17:03:36,M2343705,"RUA NESTOR FRANCISCO NETO,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,","
26/04/2020,17:07:11,M2343709,"RUA ANTONIO DORIA, 51 : EST",.CJ ROSA ELZE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
26/04/2020,17:13:40,M2343723,"RUA VINTE E QUATRO DE OUTUBRO,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,","
26/04/2020,17:34:16,M2343748,"AV A ALTO SANTO ANTONIO, 170 :NUMERAL INFORMADO 0",.LTM CRUZ ALVES I,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS OCUPADAS
26/04/2020,17:37:17,M2343750,"RUA SESSENTA E UM CJ BRG EDUARDO GOMES, 68 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
26/04/2020,18:07:17,M2343790,"RUA SAO PAULO, 196 : EST : EST",.LTM TIJUQUINHA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS OCUPADAS
26/04/2020,18:14:43,M2343802,"EST RITA CACETE,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS OCUPADAS
26/04/2020,18:22:31,M2343816,"TV BEIRA MAR,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.5,EM VIA PUBLICA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS OCUPADAS
26/04/2020,18:28:32,M2343819,"POV CARDOSO,  :NUMERAL INFORMADO 0",.NI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS OCUPADAS
26/04/2020,18:28:32,M2343820,"RUA ALEX N SILVA, 282 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS OCUPADAS
26/04/2020,18:51:14,M2343846,"POV RITA CACETE,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
26/04/2020,19:11:59,M2343876,"POV CARDOSO,  ",.NI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs ocupadas
26/04/2020,19:12:33,M2343879,"AV PRES TANCREDO NEVES,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs ocupadas
26/04/2020,19:22:14,M2343889,"EST RITA CACETE,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs ocupadas
26/04/2020,19:25:17,M2343894,"TV LOURIVAL BATISTA,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.5,EM VIA PUBLICA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs ocupadas
26/04/2020,19:28:56,M2343902,"RUA MESSIAS PRADO,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs ocupadas
26/04/2020,19:39:46,M2343912,"RUA B ROSA ELZE, 97 : EST",.CJ ROSA ELZE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs  ocupadas
26/04/2020,19:52:44,M2343929,"RUA H CJ BRG EDUARDO GOMES, 24 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs  ocupadas
26/04/2020,20:03:13,M2343939,"RUA NOSSA SENHORA DAS FONTES,  :NUMERAL INFORMADO 0",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs  ocupadas
26/04/2020,20:03:45,M2343940,"RUA ALAN N SILVA, 338 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs  ocupadas
26/04/2020,20:04:54,M2343943,"POV CABRITA,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs  ocupadas
26/04/2020,20:07:43,M2343947,"AV SAO LUIZ,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs  ocupadas
26/04/2020,20:27:49,M2343979,"RUA SEM DENOMINACAO,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS OCUPADAS
26/04/2020,20:29:31,M2343983,"AV SAO LUIZ,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS OCUPADAS
26/04/2020,20:32:17,M2343988,"RUA ONZE CJ BRG EDUARDO GOMES, 44 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS OCUPADAS
26/04/2020,20:38:07,M2343997,"RUA SEM DENOMINACAO,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,","
26/04/2020,20:53:16,M2344018,"POV NOVA DESCOBERTA,  ",.A DEFINIR,.ITAPORANGA D'AJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,,,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,","
26/04/2020,20:56:15,M2344020,"RUA JOAO BEBE AGUA,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.5,EM VIA PUBLICA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,","
26/04/2020,21:01:36,M2344029,"POV ARATICUM,  ",.NI,.ITAPORANGA D'AJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Alta demanda de som abusivo no domingo. Ver histórico.
26/04/2020,21:05:22,M2344034,"TV ALAN SILVA, 82 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Alta demanda de som para poucas vtr's no domingo. Ver histórico. 
26/04/2020,21:06:48,M2344039,"POV PEDREIRAS,  ",.NI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Alta demanda de som para poucas vtr's no domingo. Ver histórico. 
26/04/2020,21:10:46,M2344043,"AV A ALTO SANTO ANTONIO, 170 :NUMERAL INFORMADO 0",.LTM CRUZ ALVES I,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Alta demanda de som para poucas vtr's no domingo. Ver histórico. 
26/04/2020,21:13:10,M2344044,"RUA PRINCIPAL,  ",.NI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Alta demanda de som para poucas vtr's no domingo. Ver histórico. 
26/04/2020,21:13:32,M2344046,"RUA ALEX N SILVA, 866 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Alta demanda de som para poucas vtr's no domingo. Ver histórico. 
26/04/2020,21:19:48,M2344056,"TV ALAN SILVA, 69 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Alta demanda de som abusivo no domingo. Ver histórico.
26/04/2020,21:22:54,M2344059,"POV CARDOSO,  ",.NI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Alta demanda de som abusivo no domingo. Ver histórico.
26/04/2020,21:23:53,M2344061,"RUA VEN VALDOMIRO TEOFILO SANTOS, 10 :NUMERAL INFORMADO 0",.CJ ROSA ELZE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Alta demanda de som abusivo no domingo. Ver histórico.
26/04/2020,21:30:23,M2344069,"RUA LARGO DO CAMPO,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Alta demanda de som abusivo no domingo. Ver histórico.
26/04/2020,21:51:00,M2344093,"RUA CENTO TRINTA OITO LOT RECANTO CAMP, 100 : EST",.LTM RECANTO DOS  CAMPOS,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Alta de manda de som abusivo para poucas vtr's no domingo. Ver histórico
26/04/2020,22:16:36,M2344123,"AV CHESF, 803 : EST",.CJ ROSA ELZE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Ver histórico. Alta demanda de som alto no domingo e herdada do turno anterior.
26/04/2020,22:20:19,M2344128,"AV CHESF, 600 : EST",.CJ ROSA ELZE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
26/04/2020,22:21:34,M2344130,"AV CHESF, 128 : EST",.CJ ROSA ELZE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Ver histórico. Alta demanda de som alto no domingo e herdada do turno anterior.
26/04/2020,22:30:36,M2344141,"RUA DO CORTE,  ",.NI,.ITAPORANGA D'AJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Ver histórico. Alta demanda de som alto no domingo e herdada do turno anterior.
26/04/2020,23:03:09,M2344172,"POV CARDOSO,  ",.NI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,
26/04/2020,23:18:22,M2344179,"AV DEP JOSE CONDE SOBRAL,  ",.NI,.ITAPORANGA D'AJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTR DO SETOR NA DELEGACIA DE ESTANCIA
26/04/2020,23:24:32,M2344186,"RUA CELSO MONTALVAO,  :NUMERAL INFORMADO 0",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.5,EM VIA PUBLICA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,Ocorrência com mais de 1 hora sem vtr disponível.
26/04/2020,23:39:49,M2344192,"TV ALAN SILVA, 66 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
26/04/2020,23:55:13,M2344205,"RUA JOSE PRADO BARRETO, 102 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/04/2020,00:12:38,M2344210,"RUA OITENTA E SETE CJ BRG EDUARDO GOMES, 146 ",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/04/2020,00:15:57,M2344214,"RUA B UM CJ BRG EDUARDO GOMES, 28 :NUMERAL INFORMADO 0",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,"0010, VTRS OCUPADAS , SEM ACRESCIMO, DEVIDO AO TEMPO, CANCELADA"
27/04/2020,00:17:05,M2344215,"RUA PRFA ANA COUTO,  :NUMERAL INFORMADO 0",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,"0010, VTRS OCUPADAS, SEM ACRESCIMO, DEVIDO AO TEMPO, CANCELADA"
27/04/2020,02:41:05,M2344249,"RUA CINQUENTA E CINCO CJ BRG EDUARDO GOMES, 10 :NUMERAL INFORMADO 0",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/04/2020,12:02:01,M2344315,"RUA RIO BRANCO, 321 : EST",.LTM PARAGUAI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/04/2020,17:50:22,M2344407,"RUA RIO BRANCO, 407 : EST",.LTM PARAGUAI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,SOLICITANTE NÃO INF. O SUFICIENTE,FALTA DE DADOS PRECISOS PARA ENVIO DA VTR (ENDEREÇO PRECISO).
27/04/2020,19:52:01,M2344442,"TV ALAN SILVA, 70 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/04/2020,19:56:21,M2344445,"RUA RIO BRANCO, 40 :NUMERAL INFORMADO 0",.LTM PARAGUAI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,SOLICITANTE NÃO INF. O SUFICIENTE,LOCAL EXATO DO FATO PARA ENVIO DA VTR.
27/04/2020,20:04:01,M2344450,"RUA DR JOSE AMILCA AZEVEDO, 161 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/04/2020,22:45:20,M2344473,"AV TRES DE MARCO,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
28/04/2020,05:16:21,M2344528,"RUA RIO BRANCO, 170 : EST",.LTM PARAGUAI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/04/2020,11:05:13,M2344567,"EST CRISTO,  :NUMERAL INFORMADO 0",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/04/2020,14:56:40,M2344615,"POV CAUEIRA,  :NUMERAL INFORMADO 0",.NI,.ITAPORANGA D'AJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,TESTE DE SISTEMA,
28/04/2020,15:53:13,M2344626,"POV CAUEIRA,  ",.NI,.ITAPORANGA D'AJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,SEM VTR ATÉ O MOMENTO 
28/04/2020,18:16:34,M2344668,"RUA FR NORBERTO,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.5,EM VIA PUBLICA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,SEM VTR ATÉ O MOMENTO 
28/04/2020,18:16:36,M2344669,"RUA RIO BRANCO, 300 : EST",.LTM PARAGUAI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,SEM VTR ATÉ O MOMENTO 
28/04/2020,18:54:52,M2344682,"TV ALDA NASCIMENTO, 38 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,SEM VTR ATÉ O MOMENTO 
28/04/2020,22:21:55,M2344772,"POV NOVA DESCOBERTA,  ",.A DEFINIR,.ITAPORANGA D'AJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,SEM VTR ATÉ O MOMENTO 
29/04/2020,03:38:30,M2344848,"RUA RIO BRANCO, 461 ",.LTM PARAGUAI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,.
30/04/2020,00:58:24,M2344864,"RUA ALTO DA COSTA,  ",.NI,.ITAPORANGA D'AJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,RESOLVIDO NO LOCAL,
30/04/2020,12:19:44,M2344949,"RUA SEM DENOMINACAO,  ",.NI,.ITAPORANGA D'AJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
30/04/2020,15:15:00,M2344983,"POV SAPE,  :NUMERAL INFORMADO 0",.NI,.ITAPORANGA D'AJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
30/04/2020,17:37:57,M2345027,"RUA B CJ MUTIRAO,  ",.NI,.ITAPORANGA D'AJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,DESISTÊNCIA DO SOLICITANTE,027
30/04/2020,22:18:08,M2345225,"RUA E CJ HERMES PEREIRA,  ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
